[INFO ] 2015-04-07 22:16:14,035 -- Training: ...sk/hou/workspace/mldata/ratings.csv, kFold: 5 [Parallel]
[DEBUG] 2015-04-07 22:16:18,035 -- Dataset: {Users, Items, Ratings} = {706, 8552, 100023}, Scale = {0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0}
[DEBUG] 2015-04-07 22:16:18,849 -- Fold [1]: training amount: 80018, test amount: 20005
[DEBUG] 2015-04-07 22:16:19,397 -- Fold [2]: training amount: 80018, test amount: 20005
[DEBUG] 2015-04-07 22:16:19,515 -- Fold [3]: training amount: 80019, test amount: 20004
[DEBUG] 2015-04-07 22:16:19,899 -- Fold [4]: training amount: 80018, test amount: 20005
[DEBUG] 2015-04-07 22:16:20,141 -- Fold [5]: training amount: 80019, test amount: 20004
[DEBUG] 2015-04-07 22:16:20,346 -- SVD++: 0.01,-1.0,0.01,0.35,0.35,18,100,true
[DEBUG] 2015-04-07 22:16:20,346 -- SVD++: 0.01,-1.0,0.01,0.35,0.35,18,100,true
[DEBUG] 2015-04-07 22:16:20,347 -- SVD++: 0.01,-1.0,0.01,0.35,0.35,18,100,true
[DEBUG] 2015-04-07 22:16:20,346 -- SVD++: 0.01,-1.0,0.01,0.35,0.35,18,100,true
[DEBUG] 2015-04-07 22:16:20,357 -- SVD++: 0.01,-1.0,0.01,0.35,0.35,18,100,true
[DEBUG] 2015-04-07 22:16:43,306 -- SVD++ fold [5] iter 1: errs = 38378.965, delta_errs = -38378.965, loss = 75917.47, delta_loss = -75917.47, learn_rate = 0.01
[DEBUG] 2015-04-07 22:33:31,727 -- SVD++ fold [5] iter 55: errs = 27879.764, delta_errs = -2.846677, loss = 28638.484, delta_loss = 2.0396504, learn_rate = 0.0032503966
[DEBUG] 2015-04-07 22:33:34,084 -- SVD++ fold [3] iter 55: errs = 27927.627, delta_errs = -5.1293187, loss = 28585.998, delta_loss = -3.5981123, learn_rate = 0.0032503966
[DEBUG] 2015-04-07 22:33:35,162 -- SVD++ fold [4] iter 54: errs = 27748.66, delta_errs = 4.450452, loss = 28559.352, delta_loss = 0.34991083, learn_rate = 0.006500793
[DEBUG] 2015-04-07 22:33:47,126 -- SVD++ fold [2] iter 55: errs = 27758.65, delta_errs = 3.5195177, loss = 28510.621, delta_loss = -0.48009953, learn_rate = 0.006825833
[DEBUG] 2015-04-07 22:33:50,322 -- SVD++ fold [1] iter 54: errs = 27820.408, delta_errs = 3.9575005, loss = 28572.633, delta_loss = 0.09656075, learn_rate = 0.006500793
[DEBUG] 2015-04-07 22:33:51,797 -- SVD++ fold [5] iter 56: errs = 27814.793, delta_errs = 64.97032, loss = 28572.986, delta_loss = 65.49787, learn_rate = 0.0034129166
[DEBUG] 2015-04-07 22:33:52,111 -- SVD++ fold [3] iter 56: errs = 27853.611, delta_errs = 74.01495, loss = 28508.14, delta_loss = 77.856995, learn_rate = 0.0016251983
[DEBUG] 2015-04-07 22:33:55,834 -- SVD++ fold [4] iter 55: errs = 27744.785, delta_errs = 3.8746178, loss = 28559.682, delta_loss = -0.33063364, learn_rate = 0.006825833
[DEBUG] 2015-04-07 22:34:00,826 -- SVD++ fold [2] iter 56: errs = 27761.117, delta_errs = -2.468437, loss = 28508.334, delta_loss = 2.2869372, learn_rate = 0.0034129166
[DEBUG] 2015-04-07 22:34:07,721 -- SVD++ fold [5] iter 57: errs = 27802.9, delta_errs = 11.893674, loss = 28563.092, delta_loss = 9.895282, learn_rate = 0.0035835623
[DEBUG] 2015-04-07 22:34:08,883 -- SVD++ fold [1] iter 55: errs = 27817.02, delta_errs = 3.388665, loss = 28573.219, delta_loss = -0.5860669, learn_rate = 0.006825833
[DEBUG] 2015-04-07 22:34:10,191 -- SVD++ fold [3] iter 57: errs = 27817.041, delta_errs = 36.570847, loss = 28468.732, delta_loss = 39.408882, learn_rate = 0.0017064583
[DEBUG] 2015-04-07 22:34:14,859 -- SVD++ fold [4] iter 56: errs = 27754.64, delta_errs = -9.855187, loss = 28564.656, delta_loss = -4.9741263, learn_rate = 0.0034129166
[DEBUG] 2015-04-07 22:34:15,570 -- SVD++ fold [2] iter 57: errs = 27693.283, delta_errs = 67.83402, loss = 28441.266, delta_loss = 67.068085, learn_rate = 0.0035835623
[DEBUG] 2015-04-07 22:34:25,841 -- SVD++ fold [1] iter 56: errs = 27818.627, delta_errs = -1.6078936, loss = 28570.492, delta_loss = 2.726501, learn_rate = 0.0034129166
[DEBUG] 2015-04-07 22:34:26,181 -- SVD++ fold [5] iter 58: errs = 27798.11, delta_errs = 4.7894654, loss = 28560.605, delta_loss = 2.486015, learn_rate = 0.0037627404
[DEBUG] 2015-04-07 22:34:29,334 -- SVD++ fold [3] iter 58: errs = 27805.662, delta_errs = 11.377821, loss = 28456.8, delta_loss = 11.930785, learn_rate = 0.0017917812
[DEBUG] 2015-04-07 22:34:29,422 -- SVD++ fold [4] iter 57: errs = 27686.674, delta_errs = 67.96623, loss = 28491.4, delta_loss = 73.255585, learn_rate = 0.0017064583
[DEBUG] 2015-04-07 22:34:32,370 -- SVD++ fold [2] iter 58: errs = 27680.643, delta_errs = 12.640978, loss = 28431.09, delta_loss = 10.174889, learn_rate = 0.0037627404
[DEBUG] 2015-04-07 22:34:44,169 -- SVD++ fold [1] iter 57: errs = 27751.795, delta_errs = 66.832886, loss = 28503.434, delta_loss = 67.058174, learn_rate = 0.0035835623
[DEBUG] 2015-04-07 22:34:44,389 -- SVD++ fold [5] iter 59: errs = 27795.086, delta_errs = 3.0241728, loss = 28560.01, delta_loss = 0.595556, learn_rate = 0.0039508776
[DEBUG] 2015-04-07 22:34:47,874 -- SVD++ fold [3] iter 59: errs = 27800.725, delta_errs = 4.9383287, loss = 28452.275, delta_loss = 4.527071, learn_rate = 0.0018813702
[DEBUG] 2015-04-07 22:34:48,569 -- SVD++ fold [4] iter 58: errs = 27649.377, delta_errs = 37.297256, loss = 28451.734, delta_loss = 39.66466, learn_rate = 0.0017917812
[DEBUG] 2015-04-07 22:34:50,485 -- SVD++ fold [2] iter 59: errs = 27675.469, delta_errs = 5.174425, loss = 28428.477, delta_loss = 2.6135004, learn_rate = 0.0039508776
[DEBUG] 2015-04-07 22:35:02,470 -- SVD++ fold [1] iter 58: errs = 27739.363, delta_errs = 12.430815, loss = 28493.137, delta_loss = 10.298003, learn_rate = 0.0037627404
[DEBUG] 2015-04-07 22:35:03,049 -- SVD++ fold [5] iter 60: errs = 27792.701, delta_errs = 2.3839724, loss = 28560.158, delta_loss = -0.14790006, learn_rate = 0.0041484213
[DEBUG] 2015-04-07 22:35:07,573 -- SVD++ fold [3] iter 60: errs = 27798.023, delta_errs = 2.7016387, loss = 28450.455, delta_loss = 1.8202461, learn_rate = 0.0019754388
[DEBUG] 2015-04-07 22:35:08,484 -- SVD++ fold [4] iter 59: errs = 27637.803, delta_errs = 11.573332, loss = 28440.137, delta_loss = 11.599086, learn_rate = 0.0018813702
[DEBUG] 2015-04-07 22:35:10,007 -- SVD++ fold [2] iter 60: errs = 27672.154, delta_errs = 3.314424, loss = 28427.78, delta_loss = 0.69764537, learn_rate = 0.0041484213
[DEBUG] 2015-04-07 22:35:19,392 -- SVD++ fold [1] iter 59: errs = 27734.22, delta_errs = 5.143405, loss = 28490.443, delta_loss = 2.6930485, learn_rate = 0.0039508776
[DEBUG] 2015-04-07 22:35:22,533 -- SVD++ fold [5] iter 61: errs = 27786.887, delta_errs = 5.814832, loss = 28550.92, delta_loss = 9.236919, learn_rate = 0.0020742107
[DEBUG] 2015-04-07 22:35:26,453 -- SVD++ fold [3] iter 61: errs = 27796.248, delta_errs = 1.7744734, loss = 28449.805, delta_loss = 0.6495333, learn_rate = 0.0020742107
[DEBUG] 2015-04-07 22:35:27,533 -- SVD++ fold [2] iter 61: errs = 27669.518, delta_errs = 2.635725, loss = 28427.842, delta_loss = -0.063001506, learn_rate = 0.0043558422
[DEBUG] 2015-04-07 22:35:31,109 -- SVD++ fold [4] iter 60: errs = 27632.443, delta_errs = 5.3603144, loss = 28435.625, delta_loss = 4.5105305, learn_rate = 0.0019754388
[DEBUG] 2015-04-07 22:35:38,065 -- SVD++ fold [1] iter 60: errs = 27730.91, delta_errs = 3.3100872, loss = 28489.725, delta_loss = 0.7192364, learn_rate = 0.0041484213
[DEBUG] 2015-04-07 22:35:42,153 -- SVD++ fold [5] iter 62: errs = 27752.309, delta_errs = 34.577965, loss = 28515.014, delta_loss = 35.907177, learn_rate = 0.0021779211
[DEBUG] 2015-04-07 22:35:42,836 -- SVD++ fold [3] iter 62: errs = 27794.904, delta_errs = 1.3435769, loss = 28449.73, delta_loss = 0.07424856, learn_rate = 0.0021779211
[DEBUG] 2015-04-07 22:35:47,156 -- SVD++ fold [2] iter 62: errs = 27665.02, delta_errs = 4.4986043, loss = 28419.795, delta_loss = 8.047811, learn_rate = 0.0021779211
[DEBUG] 2015-04-07 22:35:49,077 -- SVD++ fold [4] iter 61: errs = 27629.248, delta_errs = 3.1947162, loss = 28433.674, delta_loss = 1.9522579, learn_rate = 0.0020742107
[DEBUG] 2015-04-07 22:35:55,579 -- SVD++ fold [1] iter 61: errs = 27728.277, delta_errs = 2.6326158, loss = 28489.791, delta_loss = -0.06753545, learn_rate = 0.0043558422
[DEBUG] 2015-04-07 22:36:02,001 -- SVD++ fold [3] iter 63: errs = 27793.777, delta_errs = 1.1266388, loss = 28449.975, delta_loss = -0.244865, learn_rate = 0.0022868172
[DEBUG] 2015-04-07 22:36:03,180 -- SVD++ fold [5] iter 63: errs = 27743.848, delta_errs = 8.460689, loss = 28507.186, delta_loss = 7.8277464, learn_rate = 0.0022868172
[DEBUG] 2015-04-07 22:36:05,257 -- SVD++ fold [2] iter 63: errs = 27627.965, delta_errs = 37.054035, loss = 28382.158, delta_loss = 37.63562, learn_rate = 0.0022868172
[DEBUG] 2015-04-07 22:36:09,052 -- SVD++ fold [4] iter 62: errs = 27626.969, delta_errs = 2.2802482, loss = 28432.834, delta_loss = 0.8398495, learn_rate = 0.0021779211
[DEBUG] 2015-04-07 22:36:12,547 -- SVD++ fold [1] iter 62: errs = 27723.09, delta_errs = 5.1874394, loss = 28481.17, delta_loss = 8.6218605, learn_rate = 0.0021779211
[DEBUG] 2015-04-07 22:36:20,926 -- SVD++ fold [3] iter 64: errs = 27778.969, delta_errs = 14.80893, loss = 28435.137, delta_loss = 14.838773, learn_rate = 0.0011434086
[DEBUG] 2015-04-07 22:36:21,689 -- SVD++ fold [5] iter 64: errs = 27740.459, delta_errs = 3.3891504, loss = 28505.04, delta_loss = 2.147442, learn_rate = 0.0024011582
[DEBUG] 2015-04-07 22:36:21,855 -- SVD++ fold [2] iter 64: errs = 27618.74, delta_errs = 9.225323, loss = 28373.941, delta_loss = 8.218476, learn_rate = 0.0024011582
[DEBUG] 2015-04-07 22:36:25,800 -- SVD++ fold [4] iter 63: errs = 27625.12, delta_errs = 1.8486675, loss = 28432.549, delta_loss = 0.28453836, learn_rate = 0.0022868172
[DEBUG] 2015-04-07 22:36:31,472 -- SVD++ fold [1] iter 63: errs = 27687.244, delta_errs = 35.84691, loss = 28444.16, delta_loss = 37.009834, learn_rate = 0.0022868172
[DEBUG] 2015-04-07 22:36:40,816 -- SVD++ fold [2] iter 65: errs = 27614.908, delta_errs = 3.8327844, loss = 28371.623, delta_loss = 2.3172793, learn_rate = 0.002521216
[DEBUG] 2015-04-07 22:36:41,385 -- SVD++ fold [3] iter 65: errs = 27765.768, delta_errs = 13.200758, loss = 28420.764, delta_loss = 14.372923, learn_rate = 0.0012005791
[DEBUG] 2015-04-07 22:36:41,875 -- SVD++ fold [5] iter 65: errs = 27738.555, delta_errs = 1.9048911, loss = 28504.64, delta_loss = 0.39838207, learn_rate = 0.002521216
[DEBUG] 2015-04-07 22:36:45,050 -- SVD++ fold [4] iter 64: errs = 27623.488, delta_errs = 1.6309727, loss = 28432.578, delta_loss = -0.029752774, learn_rate = 0.0024011582
[DEBUG] 2015-04-07 22:36:49,188 -- SVD++ fold [1] iter 64: errs = 27678.375, delta_errs = 8.86892, loss = 28436.023, delta_loss = 8.136339, learn_rate = 0.0024011582
[DEBUG] 2015-04-07 22:36:58,059 -- SVD++ fold [3] iter 66: errs = 27761.332, delta_errs = 4.436089, loss = 28415.871, delta_loss = 4.892785, learn_rate = 0.001260608
[DEBUG] 2015-04-07 22:36:58,827 -- SVD++ fold [2] iter 66: errs = 27612.682, delta_errs = 2.225368, loss = 28371.115, delta_loss = 0.50892276, learn_rate = 0.002647277
[DEBUG] 2015-04-07 22:36:59,550 -- SVD++ fold [5] iter 66: errs = 27737.188, delta_errs = 1.3661212, loss = 28504.926, delta_loss = -0.28566948, learn_rate = 0.002647277
[DEBUG] 2015-04-07 22:37:04,899 -- SVD++ fold [4] iter 65: errs = 27612.688, delta_errs = 10.80035, loss = 28420.324, delta_loss = 12.253828, learn_rate = 0.0012005791
[DEBUG] 2015-04-07 22:37:07,037 -- SVD++ fold [1] iter 65: errs = 27674.646, delta_errs = 3.7271013, loss = 28433.658, delta_loss = 2.3661308, learn_rate = 0.002521216
[DEBUG] 2015-04-07 22:37:15,656 -- SVD++ fold [3] iter 67: errs = 27759.426, delta_errs = 1.9058931, loss = 28414.023, delta_loss = 1.8464663, learn_rate = 0.0013236385
[DEBUG] 2015-04-07 22:37:17,212 -- SVD++ fold [2] iter 67: errs = 27611.05, delta_errs = 1.6312357, loss = 28371.305, delta_loss = -0.19109239, learn_rate = 0.0027796407
[DEBUG] 2015-04-07 22:37:20,230 -- SVD++ fold [5] iter 67: errs = 27723.15, delta_errs = 14.038356, loss = 28488.88, delta_loss = 16.04385, learn_rate = 0.0013236385
[DEBUG] 2015-04-07 22:37:21,168 -- SVD++ fold [4] iter 66: errs = 27598.416, delta_errs = 14.273045, loss = 28404.898, delta_loss = 15.425703, learn_rate = 0.001260608
[DEBUG] 2015-04-07 22:37:25,594 -- SVD++ fold [1] iter 66: errs = 27672.441, delta_errs = 2.20646, loss = 28433.092, delta_loss = 0.5648181, learn_rate = 0.002647277
[DEBUG] 2015-04-07 22:37:32,425 -- SVD++ fold [3] iter 68: errs = 27758.436, delta_errs = 0.9897758, loss = 28413.455, delta_loss = 0.5701876, learn_rate = 0.0013898204
[DEBUG] 2015-04-07 22:37:35,697 -- SVD++ fold [2] iter 68: errs = 27598.84, delta_errs = 12.210374, loss = 28356.84, delta_loss = 14.465849, learn_rate = 0.0013898204
[DEBUG] 2015-04-07 22:37:38,085 -- SVD++ fold [4] iter 67: errs = 27593.83, delta_errs = 4.5859118, loss = 28399.994, delta_loss = 4.904196, learn_rate = 0.0013236385
[DEBUG] 2015-04-07 22:37:38,631 -- SVD++ fold [5] iter 68: errs = 27707.596, delta_errs = 15.554019, loss = 28472.502, delta_loss = 16.380484, learn_rate = 0.0013898204
[DEBUG] 2015-04-07 22:37:45,778 -- SVD++ fold [1] iter 67: errs = 27670.795, delta_errs = 1.6459271, loss = 28433.24, delta_loss = -0.14851491, learn_rate = 0.0027796407
[DEBUG] 2015-04-07 22:37:51,839 -- SVD++ fold [3] iter 69: errs = 27757.828, delta_errs = 0.60903037, loss = 28413.502, delta_loss = -0.048438787, learn_rate = 0.0014593113
[DEBUG] 2015-04-07 22:37:54,213 -- SVD++ fold [2] iter 69: errs = 27581.408, delta_errs = 17.432714, loss = 28338.969, delta_loss = 17.869879, learn_rate = 0.0014593113
[DEBUG] 2015-04-07 22:37:58,013 -- SVD++ fold [4] iter 68: errs = 27591.748, delta_errs = 2.0818472, loss = 28398.164, delta_loss = 1.8304125, learn_rate = 0.0013898204
[DEBUG] 2015-04-07 22:38:00,938 -- SVD++ fold [5] iter 69: errs = 27702.838, delta_errs = 4.7584224, loss = 28467.654, delta_loss = 4.847489, learn_rate = 0.0014593113
[DEBUG] 2015-04-07 22:38:06,372 -- SVD++ fold [1] iter 68: errs = 27658.268, delta_errs = 12.526779, loss = 28418.387, delta_loss = 14.855164, learn_rate = 0.0013898204
[DEBUG] 2015-04-07 22:38:11,710 -- SVD++ fold [2] iter 70: errs = 27576.09, delta_errs = 5.317636, loss = 28333.748, delta_loss = 5.2211413, learn_rate = 0.001532277
[DEBUG] 2015-04-07 22:38:12,137 -- SVD++ fold [3] iter 70: errs = 27741.213, delta_errs = 16.61489, loss = 28397.098, delta_loss = 16.405104, learn_rate = 7.296557E-4
[DEBUG] 2015-04-07 22:38:17,052 -- SVD++ fold [4] iter 69: errs = 27590.53, delta_errs = 1.2189633, loss = 28397.568, delta_loss = 0.59628534, learn_rate = 0.0014593113
[DEBUG] 2015-04-07 22:38:19,644 -- SVD++ fold [5] iter 70: errs = 27700.86, delta_errs = 1.978355, loss = 28466.084, delta_loss = 1.5696172, learn_rate = 0.001532277
[DEBUG] 2015-04-07 22:38:24,413 -- SVD++ fold [1] iter 69: errs = 27641.611, delta_errs = 16.655893, loss = 28401.014, delta_loss = 17.372374, learn_rate = 0.0014593113
[DEBUG] 2015-04-07 22:38:29,564 -- SVD++ fold [2] iter 71: errs = 27573.756, delta_errs = 2.3351386, loss = 28332.002, delta_loss = 1.746582, learn_rate = 0.0016088908
[DEBUG] 2015-04-07 22:38:32,807 -- SVD++ fold [3] iter 71: errs = 27735.916, delta_errs = 5.297077, loss = 28391.512, delta_loss = 5.585894, learn_rate = 7.661385E-4
[DEBUG] 2015-04-07 22:38:37,343 -- SVD++ fold [4] iter 70: errs = 27589.658, delta_errs = 0.87072045, loss = 28397.555, delta_loss = 0.013067767, learn_rate = 0.001532277
[DEBUG] 2015-04-07 22:38:37,828 -- SVD++ fold [5] iter 71: errs = 27699.838, delta_errs = 1.0212234, loss = 28465.79, delta_loss = 0.29500845, learn_rate = 0.0016088908
[DEBUG] 2015-04-07 22:38:42,833 -- SVD++ fold [1] iter 70: errs = 27636.574, delta_errs = 5.0388627, loss = 28395.932, delta_loss = 5.0817223, learn_rate = 0.001532277
[DEBUG] 2015-04-07 22:38:48,094 -- SVD++ fold [2] iter 72: errs = 27572.447, delta_errs = 1.3080497, loss = 28331.596, delta_loss = 0.4057033, learn_rate = 0.0016893353
[DEBUG] 2015-04-07 22:38:52,758 -- SVD++ fold [3] iter 72: errs = 27733.967, delta_errs = 1.9476738, loss = 28389.244, delta_loss = 2.2675903, learn_rate = 8.044454E-4
[DEBUG] 2015-04-07 22:38:55,036 -- SVD++ fold [4] iter 71: errs = 27588.94, delta_errs = 0.7187368, loss = 28397.85, delta_loss = -0.29406118, learn_rate = 0.0016088908
[DEBUG] 2015-04-07 22:38:56,160 -- SVD++ fold [5] iter 72: errs = 27699.201, delta_errs = 0.6357754, loss = 28466.08, delta_loss = -0.29156485, learn_rate = 0.0016893353
[DEBUG] 2015-04-07 22:38:58,468 -- SVD++ fold [1] iter 71: errs = 27634.367, delta_errs = 2.2059252, loss = 28394.203, delta_loss = 1.7285665, learn_rate = 0.0016088908
[DEBUG] 2015-04-07 22:39:05,353 -- SVD++ fold [2] iter 73: errs = 27571.564, delta_errs = 0.88312197, loss = 28331.803, delta_loss = -0.20738842, learn_rate = 0.0017738021
[DEBUG] 2015-04-07 22:39:09,048 -- SVD++ fold [3] iter 73: errs = 27733.17, delta_errs = 0.7977299, loss = 28388.293, delta_loss = 0.9514323, learn_rate = 8.4466767E-4
[DEBUG] 2015-04-07 22:39:13,573 -- SVD++ fold [4] iter 72: errs = 27574.86, delta_errs = 14.0790415, loss = 28383.193, delta_loss = 14.65662, learn_rate = 8.044454E-4
[DEBUG] 2015-04-07 22:39:15,370 -- SVD++ fold [5] iter 73: errs = 27682.518, delta_errs = 16.684132, loss = 28448.434, delta_loss = 17.647232, learn_rate = 8.4466767E-4
[DEBUG] 2015-04-07 22:39:16,354 -- SVD++ fold [1] iter 72: errs = 27633.115, delta_errs = 1.2514523, loss = 28393.773, delta_loss = 0.43039587, learn_rate = 0.0016893353
[DEBUG] 2015-04-07 22:39:21,677 -- SVD++ fold [2] iter 74: errs = 27556.34, delta_errs = 15.223999, loss = 28315.385, delta_loss = 16.418232, learn_rate = 8.8690105E-4
[DEBUG] 2015-04-07 22:39:30,137 -- SVD++ fold [3] iter 74: errs = 27732.832, delta_errs = 0.33858886, loss = 28387.996, delta_loss = 0.2965471, learn_rate = 8.8690105E-4
[DEBUG] 2015-04-07 22:39:30,672 -- SVD++ fold [4] iter 73: errs = 27568.266, delta_errs = 6.593962, loss = 28376.287, delta_loss = 6.9059396, learn_rate = 8.4466767E-4
[DEBUG] 2015-04-07 22:39:33,122 -- SVD++ fold [1] iter 73: errs = 27632.248, delta_errs = 0.8674873, loss = 28393.943, delta_loss = -0.1702138, learn_rate = 0.0017738021
[DEBUG] 2015-04-07 22:39:35,360 -- SVD++ fold [5] iter 74: errs = 27676.021, delta_errs = 6.4963055, loss = 28441.85, delta_loss = 6.5839887, learn_rate = 8.8690105E-4
[DEBUG] 2015-04-07 22:39:40,421 -- SVD++ fold [2] iter 75: errs = 27548.564, delta_errs = 7.775542, loss = 28307.771, delta_loss = 7.6134076, learn_rate = 9.312461E-4
[DEBUG] 2015-04-07 22:39:48,210 -- SVD++ fold [3] iter 75: errs = 27732.693, delta_errs = 0.13765235, loss = 28388.072, delta_loss = -0.07560275, learn_rate = 9.312461E-4
[DEBUG] 2015-04-07 22:39:50,149 -- SVD++ fold [1] iter 74: errs = 27617.031, delta_errs = 15.216816, loss = 28377.375, delta_loss = 16.56801, learn_rate = 8.8690105E-4
[DEBUG] 2015-04-07 22:39:50,381 -- SVD++ fold [4] iter 74: errs = 27566.041, delta_errs = 2.2242808, loss = 28373.758, delta_loss = 2.5287797, learn_rate = 8.8690105E-4
[DEBUG] 2015-04-07 22:39:54,485 -- SVD++ fold [5] iter 75: errs = 27673.842, delta_errs = 2.179962, loss = 28439.488, delta_loss = 2.3612247, learn_rate = 9.312461E-4
[DEBUG] 2015-04-07 22:39:58,597 -- SVD++ fold [2] iter 76: errs = 27546.006, delta_errs = 2.5585902, loss = 28305.111, delta_loss = 2.6597886, learn_rate = 9.778084E-4
[DEBUG] 2015-04-07 22:40:06,287 -- SVD++ fold [3] iter 76: errs = 27718.02, delta_errs = 14.674296, loss = 28373.69, delta_loss = 14.382253, learn_rate = 4.6562304E-4
[DEBUG] 2015-04-07 22:40:08,990 -- SVD++ fold [4] iter 75: errs = 27565.113, delta_errs = 0.92911947, loss = 28372.762, delta_loss = 0.9971115, learn_rate = 9.312461E-4
[DEBUG] 2015-04-07 22:40:09,359 -- SVD++ fold [1] iter 75: errs = 27609.621, delta_errs = 7.4102182, loss = 28370.002, delta_loss = 7.373068, learn_rate = 9.312461E-4
[DEBUG] 2015-04-07 22:40:10,279 -- SVD++ fold [5] iter 76: errs = 27672.992, delta_errs = 0.8493835, loss = 28438.646, delta_loss = 0.8416356, learn_rate = 9.778084E-4
[DEBUG] 2015-04-07 22:40:18,186 -- SVD++ fold [2] iter 77: errs = 27544.936, delta_errs = 1.069984, loss = 28304.129, delta_loss = 0.9837363, learn_rate = 0.0010266989
[DEBUG] 2015-04-07 22:40:24,084 -- SVD++ fold [3] iter 77: errs = 27715.828, delta_errs = 2.1905925, loss = 28371.627, delta_loss = 2.0624382, learn_rate = 4.889042E-4
[DEBUG] 2015-04-07 22:40:26,432 -- SVD++ fold [4] iter 76: errs = 27564.656, delta_errs = 0.45713073, loss = 28372.475, delta_loss = 0.28650317, learn_rate = 9.778084E-4
[DEBUG] 2015-04-07 22:40:28,134 -- SVD++ fold [1] iter 76: errs = 27607.205, delta_errs = 2.4158137, loss = 28367.43, delta_loss = 2.5725467, learn_rate = 9.778084E-4
[DEBUG] 2015-04-07 22:40:28,941 -- SVD++ fold [5] iter 77: errs = 27672.646, delta_errs = 0.344898, loss = 28438.518, delta_loss = 0.12972319, learn_rate = 0.0010266989
[DEBUG] 2015-04-07 22:40:37,441 -- SVD++ fold [2] iter 78: errs = 27544.404, delta_errs = 0.53175473, loss = 28303.91, delta_loss = 0.21918342, learn_rate = 0.0010780337
[DEBUG] 2015-04-07 22:40:41,610 -- SVD++ fold [3] iter 78: errs = 27715.078, delta_errs = 0.7512956, loss = 28370.756, delta_loss = 0.87090445, learn_rate = 5.133494E-4
[DEBUG] 2015-04-07 22:40:46,269 -- SVD++ fold [4] iter 77: errs = 27564.387, delta_errs = 0.2679024, loss = 28372.57, delta_loss = -0.096525185, learn_rate = 0.0010266989
[DEBUG] 2015-04-07 22:40:48,032 -- SVD++ fold [5] iter 78: errs = 27672.518, delta_errs = 0.13057837, loss = 28438.773, delta_loss = -0.25675482, learn_rate = 0.0010780337
[DEBUG] 2015-04-07 22:40:48,278 -- SVD++ fold [1] iter 77: errs = 27606.22, delta_errs = 0.9842134, loss = 28366.477, delta_loss = 0.951987, learn_rate = 0.0010266989
[DEBUG] 2015-04-07 22:40:57,392 -- SVD++ fold [3] iter 79: errs = 27714.871, delta_errs = 0.2064075, loss = 28370.41, delta_loss = 0.34542572, learn_rate = 5.3901685E-4
[DEBUG] 2015-04-07 22:40:58,874 -- SVD++ fold [2] iter 79: errs = 27544.096, delta_errs = 0.30771345, loss = 28304.1, delta_loss = -0.19027777, learn_rate = 0.0011319354
[DEBUG] 2015-04-07 22:41:05,914 -- SVD++ fold [5] iter 79: errs = 27657.193, delta_errs = 15.324195, loss = 28423.09, delta_loss = 15.684219, learn_rate = 5.3901685E-4
[DEBUG] 2015-04-07 22:41:06,279 -- SVD++ fold [4] iter 78: errs = 27550.56, delta_errs = 13.827792, loss = 28358.695, delta_loss = 13.876507, learn_rate = 5.133494E-4
[DEBUG] 2015-04-07 22:41:08,241 -- SVD++ fold [1] iter 78: errs = 27605.742, delta_errs = 0.47850063, loss = 28366.26, delta_loss = 0.21767049, learn_rate = 0.0010780337
[DEBUG] 2015-04-07 22:41:16,487 -- SVD++ fold [3] iter 80: errs = 27714.898, delta_errs = -0.027027022, loss = 28370.357, delta_loss = 0.05316922, learn_rate = 5.659677E-4
[DEBUG] 2015-04-07 22:41:17,405 -- SVD++ fold [2] iter 80: errs = 27529.68, delta_errs = 14.417506, loss = 28289.133, delta_loss = 14.966494, learn_rate = 5.659677E-4
[DEBUG] 2015-04-07 22:41:22,960 -- SVD++ fold [5] iter 80: errs = 27654.393, delta_errs = 2.7997065, loss = 28420.61, delta_loss = 2.4808152, learn_rate = 5.659677E-4
[DEBUG] 2015-04-07 22:41:26,394 -- SVD++ fold [4] iter 79: errs = 27547.684, delta_errs = 2.8759806, loss = 28355.984, delta_loss = 2.7090216, learn_rate = 5.3901685E-4
[DEBUG] 2015-04-07 22:41:27,606 -- SVD++ fold [1] iter 79: errs = 27605.467, delta_errs = 0.2769711, loss = 28366.436, delta_loss = -0.17570381, learn_rate = 0.0011319354
[DEBUG] 2015-04-07 22:41:36,427 -- SVD++ fold [2] iter 81: errs = 27526.072, delta_errs = 3.6071544, loss = 28286.047, delta_loss = 3.0862114, learn_rate = 5.942661E-4
[DEBUG] 2015-04-07 22:41:36,979 -- SVD++ fold [3] iter 81: errs = 27715.031, delta_errs = -0.13295086, loss = 28370.49, delta_loss = -0.13263781, learn_rate = 5.942661E-4
[DEBUG] 2015-04-07 22:41:42,244 -- SVD++ fold [5] iter 81: errs = 27653.518, delta_errs = 0.8762075, loss = 28419.686, delta_loss = 0.92371225, learn_rate = 5.942661E-4
[DEBUG] 2015-04-07 22:41:46,293 -- SVD++ fold [1] iter 80: errs = 27591.193, delta_errs = 14.273252, loss = 28351.457, delta_loss = 14.978956, learn_rate = 5.659677E-4
[DEBUG] 2015-04-07 22:41:46,407 -- SVD++ fold [4] iter 80: errs = 27546.766, delta_errs = 0.91834396, loss = 28354.93, delta_loss = 1.0553356, learn_rate = 5.659677E-4
